계약날짜,강남구,강동구,강북구,강서구,관악구,광진구,구로구,금천구,노원구,도봉구,동대문,동작구,마포구,서대문,서초구,성동구,성북구,송파구,양천구,영등포,용산구,은평구,종로구,중구 ,중랑구,합계
20181120,1.0,4.0,1.0,4.0,2.0,0.0,5.0,2.0,7.0,6.0,3.0,5.0,2.0,0.0,6.0,0.0,2.0,5.0,2.0,5.0,2.0,0.0,0.0,0.0,4.0,68.0
20181121,2.0,0.0,3.0,5.0,1.0,0.0,2.0,2.0,3.0,3.0,43.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,87.0
20181122,2.0,4.0,1.0,2.0,2.0,0.0,4.0,2.0,0.0,3.0,2.0,3.0,2.0,0.0,2.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,1.0,1.0,0.0,44.0
20181123,1.0,1.0,4.0,3.0,3.0,0.0,2.0,1.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,5.0,0.0,2.0,3.0,0.0,1.0,3.0,48.0
20181124,5.0,2.0,4.0,4.0,3.0,0.0,5.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,7.0,1.0,0.0,6.0,67.0
20181125,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,13.0
20181126,1.0,5.0,0.0,3.0,2.0,1.0,10.0,3.0,7.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,5.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,59.0
20181127,2.0,3.0,0.0,2.0,2.0,1.0,7.0,1.0,4.0,5.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,7.0,0.0,0.0,2.0,2.0,0.0,2.0,51.0
20181128,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,2.0,41.0
20181129,4.0,5.0,2.0,3.0,3.0,1.0,2.0,0.0,9.0,6.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,4.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,60.0
20181130,1.0,0.0,2.0,1.0,2.0,3.0,2.0,4.0,5.0,5.0,11.0,1.0,0.0,1.0,1.0,2.0,5.0,3.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,60.0
20181201,4.0,3.0,1.0,1.0,3.0,0.0,4.0,4.0,16.0,7.0,1.0,1.0,0.0,1.0,4.0,1.0,2.0,6.0,2.0,2.0,1.0,4.0,0.0,1.0,3.0,72.0
20181202,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,13.0
20181203,4.0,2.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,58.0
20181204,2.0,2.0,2.0,5.0,2.0,1.0,1.0,0.0,5.0,4.0,3.0,1.0,1.0,2.0,2.0,0.0,4.0,24.0,0.0,0.0,1.0,3.0,0.0,1.0,1.0,67.0
20181205,2.0,4.0,2.0,3.0,3.0,0.0,2.0,0.0,6.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,2.0,4.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,47.0
20181206,4.0,4.0,0.0,7.0,0.0,0.0,3.0,1.0,9.0,5.0,3.0,0.0,3.0,0.0,2.0,0.0,2.0,3.0,4.0,2.0,1.0,2.0,0.0,0.0,2.0,57.0
20181207,4.0,1.0,8.0,5.0,1.0,3.0,5.0,0.0,4.0,4.0,2.0,0.0,0.0,1.0,6.0,0.0,4.0,1.0,2.0,1.0,3.0,3.0,0.0,1.0,2.0,61.0
20181208,3.0,7.0,2.0,3.0,0.0,0.0,4.0,3.0,10.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,0.0,5.0,1.0,0.0,0.0,65.0
20181209,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0
20181210,3.0,1.0,1.0,8.0,1.0,2.0,3.0,1.0,5.0,4.0,0.0,3.0,1.0,1.0,2.0,0.0,4.0,4.0,5.0,1.0,0.0,2.0,0.0,1.0,3.0,56.0
20181211,4.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,9.0,8.0,5.0,0.0,1.0,2.0,0.0,2.0,4.0,3.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,56.0
20181212,4.0,2.0,0.0,3.0,1.0,0.0,6.0,0.0,7.0,5.0,13.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,5.0,0.0,1.0,2.0,60.0
20181213,5.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,8.0,6.0,13.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,62.0
20181214,2.0,2.0,0.0,2.0,0.0,1.0,1.0,3.0,7.0,3.0,2.0,0.0,3.0,2.0,3.0,0.0,3.0,5.0,2.0,2.0,0.0,2.0,0.0,2.0,1.0,48.0
20181215,1.0,5.0,2.0,1.0,5.0,1.0,5.0,2.0,10.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,6.0,2.0,3.0,3.0,1.0,3.0,2.0,1.0,9.0,74.0
20181216,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,9.0
20181217,1.0,2.0,3.0,4.0,1.0,0.0,0.0,0.0,4.0,2.0,3.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,0.0,0.0,3.0,45.0
20181218,2.0,1.0,2.0,1.0,0.0,1.0,3.0,2.0,13.0,1.0,0.0,2.0,29.0,1.0,2.0,4.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,76.0
20181219,5.0,0.0,1.0,5.0,2.0,2.0,3.0,2.0,7.0,3.0,0.0,1.0,4.0,3.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,46.0
20181220,5.0,4.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,5.0,0.0,1.0,1.0,2.0,2.0,0.0,5.0,3.0,3.0,0.0,1.0,7.0,2.0,1.0,2.0,62.0
20181221,1.0,2.0,1.0,3.0,3.0,0.0,2.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,36.0
20181222,2.0,2.0,2.0,2.0,3.0,2.0,5.0,1.0,9.0,5.0,4.0,1.0,4.0,4.0,2.0,3.0,9.0,4.0,3.0,2.0,0.0,8.0,0.0,0.0,3.0,80.0
20181223,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,20.0
20181224,2.0,1.0,3.0,4.0,3.0,1.0,2.0,2.0,6.0,5.0,1.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,0.0,4.0,0.0,3.0,0.0,4.0,2.0,55.0
20181225,2.0,1.0,0.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,27.0
20181226,2.0,2.0,1.0,3.0,0.0,1.0,1.0,1.0,8.0,5.0,5.0,2.0,2.0,2.0,5.0,5.0,3.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,0.0,60.0
20181227,4.0,1.0,0.0,5.0,2.0,3.0,5.0,0.0,6.0,2.0,6.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,2.0,53.0
20181228,4.0,3.0,1.0,1.0,4.0,0.0,3.0,7.0,2.0,2.0,5.0,1.0,2.0,1.0,4.0,1.0,4.0,6.0,2.0,4.0,1.0,1.0,1.0,0.0,3.0,63.0
20181229,4.0,4.0,1.0,0.0,0.0,1.0,4.0,2.0,9.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,6.0,58.0
20181230,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
20181231,2.0,4.0,1.0,6.0,6.0,2.0,6.0,3.0,11.0,4.0,1.0,2.0,1.0,6.0,3.0,0.0,6.0,0.0,3.0,4.0,2.0,5.0,0.0,2.0,6.0,86.0
20190101,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0
20190102,0.0,3.0,1.0,2.0,3.0,0.0,1.0,1.0,6.0,2.0,5.0,0.0,4.0,1.0,2.0,0.0,6.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,1.0,48.0
20190103,1.0,5.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,0.0,0.0,3.0,42.0
20190104,3.0,0.0,0.0,1.0,4.0,0.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0,2.0,4.0,1.0,3.0,4.0,5.0,4.0,1.0,0.0,1.0,3.0,1.0,57.0
20190105,3.0,5.0,3.0,0.0,4.0,2.0,4.0,3.0,10.0,5.0,4.0,4.0,4.0,6.0,2.0,5.0,3.0,3.0,1.0,3.0,0.0,7.0,0.0,0.0,3.0,84.0
20190106,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,13.0
20190107,3.0,3.0,1.0,1.0,3.0,1.0,4.0,2.0,7.0,3.0,1.0,2.0,1.0,1.0,2.0,0.0,6.0,5.0,10.0,4.0,3.0,0.0,2.0,0.0,4.0,69.0
20190108,3.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,3.0,2.0,51.0
20190109,1.0,5.0,1.0,3.0,0.0,2.0,5.0,0.0,6.0,7.0,2.0,2.0,2.0,5.0,0.0,1.0,4.0,1.0,2.0,0.0,1.0,6.0,1.0,2.0,1.0,60.0
20190110,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,3.0,61.0
20190111,6.0,3.0,2.0,1.0,4.0,1.0,3.0,2.0,8.0,5.0,1.0,6.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,1.0,5.0,1.0,0.0,1.0,58.0
20190112,3.0,6.0,1.0,8.0,4.0,0.0,6.0,3.0,8.0,2.0,4.0,3.0,2.0,3.0,2.0,3.0,12.0,5.0,7.0,1.0,1.0,3.0,0.0,0.0,2.0,89.0
20190113,1.0,0.0,0.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,18.0
20190114,3.0,5.0,2.0,3.0,19.0,1.0,3.0,2.0,10.0,3.0,2.0,5.0,0.0,2.0,0.0,1.0,1.0,5.0,3.0,1.0,0.0,3.0,3.0,2.0,3.0,82.0
20190115,4.0,14.0,1.0,1.0,2.0,2.0,9.0,0.0,4.0,4.0,4.0,1.0,3.0,2.0,0.0,1.0,4.0,6.0,5.0,2.0,2.0,3.0,11.0,1.0,4.0,90.0
20190116,5.0,8.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,10.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,0.0,5.0,2.0,0.0,2.0,66.0
20190117,1.0,5.0,0.0,1.0,1.0,1.0,3.0,1.0,5.0,8.0,2.0,2.0,1.0,3.0,2.0,1.0,3.0,9.0,5.0,2.0,1.0,4.0,1.0,0.0,1.0,63.0
20190118,0.0,5.0,1.0,2.0,0.0,2.0,2.0,1.0,5.0,1.0,9.0,0.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0,0.0,0.0,1.0,1.0,5.0,54.0
20190119,3.0,4.0,0.0,4.0,4.0,0.0,6.0,3.0,14.0,4.0,4.0,2.0,2.0,6.0,1.0,1.0,3.0,2.0,3.0,6.0,1.0,5.0,1.0,1.0,5.0,85.0
20190120,1.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,18.0
20190121,4.0,2.0,0.0,2.0,2.0,1.0,5.0,2.0,4.0,5.0,2.0,1.0,0.0,1.0,2.0,3.0,3.0,1.0,4.0,5.0,1.0,2.0,0.0,2.0,4.0,58.0
20190122,2.0,1.0,1.0,6.0,3.0,1.0,6.0,1.0,5.0,6.0,9.0,0.0,1.0,3.0,1.0,1.0,3.0,0.0,3.0,1.0,0.0,3.0,0.0,1.0,0.0,58.0
20190123,5.0,2.0,2.0,0.0,1.0,0.0,4.0,2.0,6.0,3.0,18.0,0.0,2.0,2.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,65.0
20190124,4.0,5.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,1.0,6.0,0.0,0.0,1.0,4.0,2.0,3.0,5.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,47.0
20190125,3.0,4.0,3.0,5.0,1.0,1.0,3.0,1.0,6.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,3.0,2.0,6.0,0.0,0.0,8.0,1.0,1.0,3.0,60.0
20190126,6.0,0.0,1.0,6.0,3.0,5.0,6.0,1.0,11.0,2.0,5.0,2.0,5.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,0.0,8.0,2.0,3.0,5.0,89.0
20190127,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0
20190128,1.0,3.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,10.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,59.0
20190129,1.0,4.0,0.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,2.0,1.0,6.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,7.0,1.0,0.0,9.0,59.0
20190130,1.0,2.0,1.0,7.0,2.0,2.0,6.0,0.0,2.0,3.0,3.0,1.0,7.0,1.0,1.0,0.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,0.0,1.0,56.0
20190131,5.0,2.0,1.0,2.0,2.0,0.0,2.0,2.0,3.0,2.0,3.0,3.0,0.0,4.0,3.0,1.0,5.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,4.0,52.0
20190201,3.0,3.0,3.0,2.0,4.0,1.0,6.0,4.0,5.0,3.0,3.0,2.0,0.0,3.0,2.0,0.0,4.0,4.0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,69.0
20190202,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,27.0
20190203,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0
20190204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
20190205,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
20190206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
20190207,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,6.0,6.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,35.0
20190208,1.0,5.0,0.0,0.0,1.0,2.0,2.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,5.0,0.0,1.0,1.0,0.0,2.0,1.0,5.0,2.0,0.0,5.0,51.0
20190209,1.0,6.0,2.0,3.0,2.0,0.0,5.0,1.0,12.0,1.0,2.0,0.0,4.0,4.0,1.0,2.0,7.0,7.0,3.0,4.0,1.0,5.0,1.0,3.0,5.0,82.0
20190210,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,16.0
20190211,0.0,6.0,1.0,2.0,0.0,4.0,2.0,1.0,10.0,2.0,5.0,2.0,5.0,4.0,0.0,1.0,5.0,5.0,4.0,1.0,1.0,7.0,0.0,1.0,3.0,72.0
20190212,3.0,4.0,0.0,3.0,0.0,0.0,1.0,3.0,5.0,8.0,2.0,1.0,1.0,3.0,2.0,0.0,1.0,3.0,6.0,2.0,3.0,5.0,1.0,1.0,1.0,59.0
20190213,1.0,4.0,2.0,4.0,2.0,4.0,4.0,1.0,11.0,3.0,5.0,1.0,0.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,63.0
20190214,0.0,0.0,1.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,7.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,52.0
20190215,2.0,5.0,1.0,5.0,0.0,1.0,1.0,2.0,5.0,1.0,3.0,0.0,3.0,4.0,4.0,1.0,7.0,3.0,5.0,0.0,2.0,4.0,0.0,1.0,6.0,66.0
20190216,7.0,3.0,2.0,2.0,3.0,0.0,11.0,4.0,10.0,5.0,4.0,1.0,1.0,5.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,6.0,1.0,0.0,7.0,97.0
20190217,0.0,1.0,0.0,2.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,22.0
20190218,1.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,7.0,4.0,2.0,5.0,2.0,2.0,2.0,3.0,7.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,62.0
20190219,3.0,5.0,4.0,5.0,2.0,4.0,6.0,1.0,5.0,2.0,4.0,1.0,3.0,3.0,0.0,4.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,1.0,67.0
20190220,3.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,8.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,7.0,2.0,3.0,3.0,2.0,2.0,3.0,66.0
20190221,2.0,4.0,1.0,7.0,2.0,0.0,2.0,3.0,8.0,4.0,1.0,3.0,2.0,2.0,3.0,0.0,2.0,3.0,4.0,4.0,2.0,1.0,0.0,2.0,1.0,63.0
20190222,4.0,3.0,2.0,4.0,0.0,1.0,4.0,1.0,2.0,4.0,7.0,1.0,1.0,2.0,3.0,0.0,2.0,5.0,2.0,3.0,1.0,3.0,1.0,2.0,3.0,61.0
20190223,7.0,5.0,7.0,6.0,3.0,1.0,6.0,4.0,16.0,3.0,2.0,4.0,4.0,8.0,1.0,0.0,7.0,6.0,6.0,9.0,1.0,12.0,0.0,2.0,4.0,124.0
20190224,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,19.0
20190225,1.0,4.0,1.0,5.0,2.0,2.0,6.0,3.0,6.0,4.0,3.0,2.0,2.0,0.0,2.0,2.0,2.0,5.0,1.0,2.0,4.0,9.0,0.0,0.0,1.0,69.0
20190226,2.0,0.0,0.0,3.0,1.0,1.0,4.0,1.0,8.0,5.0,3.0,3.0,2.0,2.0,1.0,0.0,4.0,4.0,5.0,2.0,2.0,2.0,0.0,1.0,1.0,57.0
20190227,3.0,2.0,2.0,2.0,4.0,0.0,3.0,2.0,2.0,5.0,1.0,1.0,4.0,0.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,6.0,1.0,1.0,4.0,62.0
20190228,1.0,2.0,0.0,7.0,2.0,1.0,7.0,2.0,3.0,3.0,10.0,1.0,2.0,2.0,3.0,3.0,7.0,6.0,4.0,5.0,2.0,4.0,3.0,1.0,5.0,86.0
20190301,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,8.0,3.0,3.0,0.0,0.0,4.0,0.0,3.0,4.0,4.0,5.0,6.0,0.0,2.0,2.0,1.0,2.0,70.0
20190302,1.0,4.0,0.0,3.0,3.0,1.0,3.0,1.0,6.0,8.0,2.0,3.0,1.0,2.0,2.0,0.0,5.0,9.0,4.0,2.0,0.0,1.0,1.0,2.0,3.0,67.0
20190303,1.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
20190304,1.0,0.0,3.0,5.0,3.0,1.0,3.0,3.0,9.0,6.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,8.0,6.0,0.0,2.0,5.0,2.0,0.0,2.0,71.0
20190305,4.0,1.0,3.0,3.0,2.0,2.0,9.0,4.0,5.0,4.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,5.0,4.0,1.0,3.0,0.0,1.0,3.0,63.0
20190306,5.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,6.0,8.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,5.0,6.0,1.0,2.0,2.0,0.0,3.0,1.0,68.0
20190307,5.0,2.0,2.0,6.0,2.0,1.0,2.0,3.0,5.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,7.0,10.0,0.0,1.0,1.0,0.0,1.0,66.0
20190308,8.0,3.0,0.0,7.0,2.0,4.0,3.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,3.0,2.0,2.0,1.0,6.0,1.0,1.0,4.0,1.0,0.0,0.0,66.0
20190309,7.0,4.0,5.0,13.0,8.0,6.0,7.0,7.0,12.0,3.0,9.0,3.0,2.0,2.0,3.0,3.0,8.0,6.0,13.0,5.0,3.0,5.0,0.0,1.0,6.0,141.0
20190310,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,1.0,1.0,31.0
20190311,6.0,1.0,3.0,2.0,5.0,1.0,2.0,1.0,17.0,4.0,3.0,0.0,1.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,2.0,4.0,72.0
20190312,4.0,2.0,3.0,1.0,3.0,4.0,3.0,6.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,3.0,67.0
20190313,5.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,5.0,4.0,5.0,1.0,3.0,2.0,0.0,0.0,4.0,5.0,2.0,0.0,2.0,3.0,1.0,6.0,2.0,67.0
20190314,1.0,1.0,0.0,4.0,3.0,1.0,4.0,1.0,3.0,5.0,3.0,0.0,3.0,2.0,3.0,0.0,1.0,7.0,4.0,2.0,4.0,5.0,0.0,0.0,1.0,58.0
20190315,4.0,7.0,1.0,2.0,3.0,0.0,6.0,5.0,9.0,3.0,1.0,3.0,1.0,6.0,1.0,3.0,7.0,5.0,1.0,3.0,4.0,4.0,0.0,0.0,4.0,83.0
20190316,4.0,4.0,4.0,3.0,5.0,3.0,8.0,2.0,13.0,5.0,4.0,2.0,2.0,6.0,6.0,3.0,7.0,11.0,2.0,4.0,0.0,4.0,1.0,0.0,5.0,108.0
20190317,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,19.0
20190318,4.0,6.0,1.0,1.0,3.0,0.0,6.0,4.0,10.0,7.0,2.0,1.0,1.0,8.0,1.0,3.0,2.0,7.0,5.0,5.0,2.0,5.0,0.0,2.0,4.0,90.0
20190319,3.0,4.0,0.0,3.0,2.0,5.0,3.0,5.0,12.0,3.0,5.0,0.0,4.0,5.0,4.0,2.0,1.0,6.0,5.0,2.0,2.0,3.0,2.0,2.0,5.0,88.0
20190320,8.0,3.0,1.0,4.0,4.0,0.0,5.0,1.0,5.0,7.0,6.0,1.0,4.0,0.0,3.0,0.0,3.0,6.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,70.0
20190321,3.0,4.0,4.0,6.0,2.0,1.0,4.0,3.0,9.0,5.0,3.0,0.0,1.0,3.0,5.0,1.0,0.0,9.0,5.0,0.0,0.0,4.0,0.0,1.0,2.0,75.0
20190322,4.0,3.0,0.0,3.0,3.0,0.0,6.0,0.0,10.0,1.0,5.0,2.0,5.0,1.0,0.0,0.0,9.0,4.0,6.0,4.0,3.0,3.0,0.0,0.0,4.0,76.0
20190323,5.0,4.0,3.0,9.0,2.0,5.0,9.0,6.0,12.0,4.0,8.0,5.0,4.0,4.0,3.0,3.0,11.0,13.0,15.0,8.0,2.0,3.0,0.0,2.0,6.0,146.0
20190324,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,17.0
20190325,7.0,4.0,2.0,3.0,1.0,3.0,4.0,3.0,9.0,4.0,4.0,2.0,3.0,6.0,7.0,4.0,3.0,4.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,92.0
20190326,6.0,3.0,1.0,8.0,0.0,2.0,1.0,4.0,2.0,7.0,2.0,3.0,2.0,3.0,7.0,4.0,2.0,8.0,4.0,2.0,1.0,3.0,0.0,1.0,3.0,79.0
20190327,14.0,0.0,2.0,4.0,3.0,2.0,2.0,2.0,4.0,9.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,8.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,70.0
