,0
47631,"37.651263966024956, 127.03596690545355"
47632,"37.53596978183401, 127.13709326435495"
47633,"37.56655884500645, 127.14294149170048"
47634,"37.53446208492091, 127.07159901578179"
47635,"37.50554700785799, 127.13710887057024"
47636,"37.46654937276162, 126.90148105598708"
47637,"37.580708301629016, 126.91181492760138"
47638,"37.51790809613115, 127.07766318473836"
47639,"37.54784381756545, 126.84942970278055"
47640,"37.57952084129837, 126.8876689011053"
47641,"37.590222767790614, 127.06219322926592"
47642,"37.51686577360187, 127.07743645325708"
47643,"37.613661450269525, 127.03396910031735"
47644,"37.555344099916496, 126.81237786109573"
47645,"37.51492222307308, 126.87256457169924"
47646,"37.56211107413892, 126.99837710455866"
47647,"37.5353294988336, 126.87960920639742"
47648,"37.53869263196295, 127.05585559649212"
47649,"37.61954216538827, 127.02134573768664"
47650,"37.48353461750632, 126.90726081706407"
47651,"37.49120109652535, 126.9827883903667"
47652,"37.54487295071892, 127.07288939522527"
47653,"37.503536734031435, 126.88875610891009"
47654,"37.543161659235494, 127.16376781931558"
47655,"37.570554803219, 126.83760969984827"
47656,"37.50796856257246, 126.99979712393059"
47657,"37.61393369384053, 126.91166395079141"
47658,"37.56122889274896, 127.03699272872434"
47659,"37.5341730673918, 127.12146558228147"
47660,"37.56592331986683, 127.03662379115502"
47661,"37.556164808493754, 126.93426156695125"
47662,"37.5880435918701, 127.04276219454411"
47663,"37.52013776894674, 127.11403230560825"
47664,"37.65090429940039, 127.03128254150512"
47665,"37.59950396459018, 126.9164208863978"
47666,"37.645557001659796, 127.06454129994208"
47667,"37.53580046753795, 126.97441646088645"
47668,"37.51049514598424, 127.01969182214424"
47669,"37.51955321486085, 126.8385248030015"
47670,"37.6400252250866, 127.0731735245492"
47671,"37.62704755234161, 127.07924615626213"
47672,"37.631657874764464, 127.0136276750823"
47673,"37.46116564895242, 126.89564979384815"
47674,"37.55308610761081, 126.97663657439232"
47675,"37.482349480224904, 127.05537852193483"
47676,"37.601312987584876, 126.92732610933149"
47677,"37.56037248358377, 126.97588698894148"
47678,"37.559419843508756, 127.08775993536464"
47679,"37.57248753253566, 126.98895541013549"
47680,"37.49381802112888, 126.88625903322574"
47681,"37.515063641630434, 127.11971674023286"
47682,"37.62316270648428, 127.04805245605624"
47683,"37.51864155418315, 126.86036617219382"
47684,"37.614127795481565, 127.0916803752292"
47685,"37.54820748920368, 127.02722845979497"
47686,"37.577901698078385, 127.01527807443719"
47687,"37.53124625342105, 126.90582274879868"
47688,"37.503484721123584, 127.1160627168696"
47689,"37.60162099544957, 127.07437249092884"
47690,"37.53384917057348, 126.87565661331735"
47691,"37.505746704323556, 126.98873177224134"
47692,"37.51393518572266, 126.95207661347382"
47693,"37.616577877779726, 127.03467940544255"
47694,"37.58833173348554, 126.94469191830846"
47695,"37.54913311912395, 126.87651410939371"
47696,"37.60912375537843, 127.0298621828482"
47697,"37.51070231439369, 126.842538977558"
47698,"37.66024860419032, 127.02765545185046"
47699,"37.49671554961085, 126.90842687286055"
47700,"37.57009210530086, 126.98810416073337"
47701,"37.63280378012976, 126.9323305139703"
47702,"37.56180405093687, 126.9692202154173"
47703,"37.52905115647122, 126.87050640263391"
47704,"37.544852004686675, 126.97082504238162"
47705,"37.5676180071918, 126.81268431590343"
47706,"37.58721649743152, 126.9163657971171"
47707,"37.5181619918124, 126.91216587506551"
47708,"37.60191291477507, 126.92728315778193"
47709,"37.573244279974176, 126.81722251096924"
47710,"37.55393745521051, 127.08844905870038"
47711,"37.5047925417394, 126.82907378788725"
47712,"37.59538856941094, 127.1002683815672"
47713,"37.5221774584124, 126.9240496285019"
47714,"37.60844866540691, 127.07821443852029"
47715,"37.60769207915293, 127.0041830928085"
47716,"37.54025539005219, 126.94708027039783"
47717,"37.51959742643712, 126.92060796950062"
47718,"37.48133054915794, 126.99757642127553"
47719,"37.591189529081824, 126.80362581684787"
47720,"37.50407178820606, 126.91842876018207"
47721,"37.6277346274962, 127.06347481952878"
47722,"37.53706140885499, 126.83719193017508"
47723,"37.53229647192751, 127.07854640372923"
47724,"37.52637360372456, 126.86343283228676"
47725,"37.50404843568423, 126.93935043826299"
47726,"37.566432595309315, 126.98978727728557"
47727,"37.58706662454064, 126.98169761532495"
47728,"37.58451559055546, 127.01995855277701"
47729,"37.66447645551341, 127.05490582794951"
47730,"37.56108181388425, 126.9054087395624"
47731,"37.5100664959827, 126.90439211951438"
47732,"37.57788032571673, 127.08585246168117"
47733,"37.60054373772815, 127.10362368452782"
47734,"37.48979979294101, 127.10917981871387"
47735,"37.59960245841848, 126.95772712912135"
47736,"37.68479890659205, 127.05563935363607"
47737,"37.52402560950937, 127.12858472509933"
47738,"37.52282702716449, 126.92637930913139"
47739,"37.48813829193997, 126.9076096235038"
47740,"37.644941177997076, 127.00543367840363"
47741,"37.49565787752984, 127.08559969168104"
47742,"37.594111711035985, 127.093442882658"
47743,"37.66738311134817, 127.04085948229863"
47744,"37.503278448368754, 127.05840956636087"
47745,"37.498940111606615, 126.94404777695672"
47746,"37.52035310415056, 127.01743813895673"
47747,"37.504250885793226, 126.92191449960444"
47748,"37.53968559511174, 126.89003138982898"
47749,"37.581985475971095, 126.95066119627634"
47750,"37.5720586178997, 126.82696813706106"
47751,"37.4873554711389, 126.92883463258816"
47752,"37.52131677673927, 127.03376208814318"
47753,"37.44045230227203, 126.90322591549196"
47754,"37.546273681535396, 126.84533139451803"
47755,"37.581358241148315, 127.04706176064313"
47756,"37.64245948335056, 126.93876792811214"
47757,"37.573489179009485, 126.99756397531984"
47758,"37.559331142474115, 126.80383595000781"
47759,"37.655304200504986, 127.07806520281234"
47760,"37.606020016656586, 126.91574484194426"
47761,"37.50217398483123, 127.11049424736828"
47762,"37.49806018276667, 127.03832135387361"
47763,"37.53477150339884, 127.0699973797752"
47764,"37.53994122924697, 126.94628646183925"
47765,"37.56782554341652, 127.06901701864534"
47766,"37.59163118752607, 127.08665157012705"
47767,"37.46697054015775, 126.92060645433801"
47768,"37.522405672034395, 126.87449677388733"
47769,"37.5919364268162, 126.91475555948867"
47770,"37.50174932646653, 127.0033349844326"
47771,"37.48692335951958, 126.91345723941772"
47772,"37.49199351846057, 127.11630246122209"
47773,"37.57800270428763, 127.03154172848926"
47774,"37.48591260570711, 126.97542450042405"
47775,"37.59351052367405, 127.07508540088097"
47776,"37.51866429032933, 127.01209629883691"
47777,"37.55860971427752, 127.18168200515282"
47778,"37.56923942452258, 126.81671962877759"
47779,"37.501336073729455, 126.8769861763702"
47780,"37.6214412283464, 127.01265832571993"
47781,"37.531194699018165, 126.85358771638504"
47782,"37.55725977470668, 126.9516959115532"
47783,"37.518816262429425, 127.0262792582743"
47784,"37.5600394112717, 127.041275950152"
47785,"37.59257669282142, 127.086612865639"
47786,"37.657140594625716, 127.07676316396022"
47787,"37.614494984489895, 127.09569064015076"
47788,"37.658481588691544, 126.94627566176261"
47789,"37.59147639481303, 126.94117665281013"
47790,"37.47664788283522, 126.90738264721865"
47791,"37.51382873387337, 127.0305861349709"
47792,"37.57233853040094, 126.92913664350395"
47793,"37.60816453272532, 127.07838163709049"
47794,"37.54414389365734, 127.1000543476973"
47795,"37.57802808563799, 126.93067438292684"
47796,"37.48488000853313, 126.99540198394286"
47797,"37.58231732548652, 126.89565429455212"
47798,"37.53930105110014, 126.82376268607273"
47799,"37.5409850643975, 127.13882971754113"
47800,"37.50431554581921, 126.9028044907392"
47801,"37.55479053504647, 126.93002924106798"
47802,"37.56538206455994, 127.0158707803543"
47803,"37.45942980844292, 126.89844590152052"
47804,"37.59312418888055, 126.9820489695856"
47805,"37.58224268090528, 126.90542591395352"
47806,"37.532418913773384, 127.06706646016028"
47807,"37.465336719700346, 126.90221801767262"
47808,"37.473648105876435, 127.1024094019491"
47809,"37.493560762178994, 127.12955047363997"
47810,"37.525598500430775, 126.88609048464514"
47811,"37.564682729172496, 127.17525811834773"
47812,"37.59424280240467, 127.0251883555041"
47813,"37.510416890528326, 127.11169061685814"
47814,"37.554565282878315, 126.9534509451202"
47815,"37.59613127509063, 126.91933417512354"
47816,"37.53854853875511, 127.15237032303537"
47817,"37.50412887012848, 126.99790940762497"
47818,"37.48743800726417, 127.06204413061015"
47819,"37.548668287883665, 127.06749823120757"
47820,"37.468878754670015, 127.04016985531588"
47821,"37.576518757111664, 127.05598809524878"
47822,"37.615157422886234, 127.07843723944224"
47823,"37.50841540487216, 127.13055881661985"
47824,"37.625974879566854, 127.02962607458984"
47825,"37.45896378724371, 126.89657998775563"
47826,"37.49257392934677, 126.99050794980774"
47827,"37.55904861665237, 126.93685236645555"
47828,"37.51080393907251, 127.1017970359513"
47829,"37.61024148877805, 126.94395970849276"
47830,"37.4572971462786, 126.8992663288469"
47831,"37.54626694803052, 127.01421107220648"
47832,"37.61738684586443, 127.07557809143584"
47833,"37.59421950567891, 127.07249777212189"
47834,"37.65534190112285, 127.07198358030857"
47835,"37.49970108764005, 126.87484881651302"
47836,"37.651578781800644, 127.07273495238614"
47837,"37.54613789109711, 127.14328578223872"
47838,"37.49307638590496, 127.09934357103509"
47839,"37.50946961746154, 126.89952154097159"
47840,"37.52706338952623, 126.8990047195418"
47841,"37.58640442022523, 127.07105196398021"
47842,"37.6073421286268, 127.06721029337733"
47843,"37.538818047783174, 127.0547276764164"
47844,"37.48248659121658, 126.95084223339374"
47845,"37.563690965262865, 126.8567359690508"
47846,"37.580192125482796, 127.07615382881737"
47847,"37.608488232524614, 127.01945837004635"
47848,"37.59989425935692, 127.03372075187512"
47849,"37.50116507698451, 126.87706669224576"
47850,"37.566330613407835, 126.84553149009135"
47851,"37.53943236188919, 127.06229639284436"
47852,"37.501521085320185, 126.91660893047138"
47853,"37.58452683418001, 127.08367817144548"
47854,"37.65392860773375, 127.01273623695297"
47855,"37.53468001424796, 126.99544474605247"
47856,"37.49136487909517, 127.13457137806189"
47857,"37.61078478135209, 127.03329465579762"
47858,"37.56293773555251, 127.0807611459474"
47859,"37.57517088390004, 127.0718333916172"
47860,"37.58152338408205, 126.99717463982914"
47861,"37.62710777751357, 126.91999799063267"
47862,"37.534299917877135, 126.94451730849237"
47863,"37.61994603029466, 127.04643414186643"
47864,"37.469814325331896, 127.09185473436449"
47865,"37.57012578809177, 126.98237617152039"
47866,"37.53191730691458, 126.91152395514465"
47867,"37.644222973599334, 126.9394478567913"
47868,"37.47063584645169, 127.13043640843831"
47869,"37.499575053484286, 126.88253708447192"
47870,"37.493130030672255, 126.8274297638449"
47871,"37.5301302979901, 126.8765951385673"
47872,"37.48700264716629, 126.88796118232315"
47873,"37.504486657144135, 126.87822745545037"
47874,"37.44865638769175, 126.90400101879924"
47875,"37.52114457634861, 127.1340442055214"
47876,"37.54756204197086, 127.0368673463268"
47877,"37.49036104364305, 127.12387101051439"
47878,"37.494725801771644, 126.9001866501343"
47879,"37.62517028972693, 127.04491182157854"
47880,"37.4785649565788, 126.8938131564657"
47881,"37.68342728974163, 127.05529297075734"
47882,"37.52638591796977, 126.86334994167885"
47883,"37.492177582330385, 126.96334982788892"
47884,"37.5472676646549, 127.07385067071274"
47885,"37.479613026867256, 127.12547874995124"
47886,"37.48865600530232, 126.83626527303653"
47887,"37.4995151681237, 127.08059086113538"
47888,"37.65444992946603, 127.06042341276239"
47889,"37.62092494287221, 127.07471995378773"
47890,"37.5230674178389, 127.13057024441167"
47891,"37.61608616954233, 127.01907117759605"
47892,"37.51205205460117, 127.11313524121562"
47893,"37.57242950600867, 127.05142225250005"
47894,"37.47945158646675, 126.92825440060324"
47895,"37.5654935534115, 126.9117882270341"
47896,"37.50428718139437, 126.86169685583275"
47897,"37.51078471947086, 127.13131308758264"
47898,"37.57402505652595, 126.91926642488905"
47899,"37.593501701714885, 126.94492024114498"
47900,"37.48146088056717, 126.95299549351087"
47901,"37.57349727596727, 126.8113532062562"
47902,"37.56817671779201, 127.00909096303705"
47903,"37.48764360020838, 126.99404182686635"
47904,"37.64926045659907, 126.92878970672363"
47905,"37.561625897194254, 127.0495105680734"
47906,"37.55619241035921, 127.0880854803652"
47907,"37.507223719097304, 127.1182974645745"
47908,"37.5342532418672, 127.07180279201299"
47909,"37.58799660713298, 127.00892977280174"
47910,"37.490311722278356, 126.95448588341885"
47911,"37.52344035362971, 126.91598550468514"
47912,"37.573148074300455, 127.04509268455594"
47913,"37.55945682332421, 126.85793543398313"
47914,"37.55897870127956, 126.81049752472516"
47915,"37.48216923250747, 126.95353987081592"
47916,"37.66283456722608, 127.04647368294141"
47917,"37.524264253933865, 126.8771209248264"
47918,"37.595673561422856, 126.9518208418076"
47919,"37.599833764023586, 127.0092928129243"
47920,"37.537038086704804, 127.06080722169384"
47921,"37.56940177609613, 127.086231942499"
47922,"37.45934268324779, 127.02298712526736"
47923,"37.508702276901595, 127.12277522610567"
47924,"37.5526057258784, 127.11154811948036"
47925,"37.515652373523025, 127.03008641673993"
47926,"37.545052244139995, 127.02430689680702"
47927,"37.4834035047769, 127.00792728700122"
47928,"37.56044449947419, 126.94006638510729"
47929,"37.56663731632566, 126.91400088337197"
47930,"37.64670426539386, 127.01509093141533"
47931,"37.54925435372788, 127.1828507255323"
47932,"37.46566800310442, 127.12610563582061"
47933,"37.598930896764266, 127.0343382077269"
47934,"37.48601744984556, 126.91359709297926"
47935,"37.598406596324025, 127.09303565712374"
47936,"37.55684126416915, 127.01981369059074"
47937,"37.479703691607675, 127.11693886373001"
47938,"37.530757426483234, 126.8952218864218"
47939,"37.53200497139729, 126.90582559103191"
47940,"37.65717397996255, 127.07665108065461"
47941,"37.54676372070134, 126.95353607011161"
47942,"37.582956893419215, 126.89381870521798"
47943,"37.488374466233154, 126.96612932580744"
47944,"37.577205069909176, 126.89784888079629"
47945,"37.5570678645908, 127.13786752994409"
47946,"37.56573674628293, 127.0024768920468"
47947,"37.5019427575023, 126.98933115213579"
47948,"37.66276635099528, 127.03944446875298"
47949,"37.48775379624823, 126.96467534434818"
47950,"37.46458794350046, 127.02509915554052"
47951,"37.48188739370255, 126.88697402501681"
47952,"37.47642172724324, 127.12371843767114"
47953,"37.47600300562441, 127.03986374839154"
47954,"37.5743696531502, 126.92463059171597"
47955,"37.56520476831037, 126.81673610489779"
47956,"37.4806537185967, 127.1224252022887"
47957,"37.473228569721066, 127.02977837988657"
47958,"37.53846545720123, 127.12347238980804"
47959,"37.6392305495041, 126.9168572177147"
47960,"37.57289051532638, 127.0234671086902"
47961,"37.50106841730723, 126.8903518948151"
47962,"37.49783248503869, 126.85216100538902"
47963,"37.564256744978856, 126.99301926388469"
47964,"37.49696319957778, 127.13281910296038"
47965,"37.58616613264628, 127.02721634742623"
47966,"37.493279301627084, 126.83123658045675"
47967,"37.469521854381135, 127.12638888311264"
47968,"37.58471320566392, 127.07971276309581"
47969,"37.45592909940075, 126.99034523052836"
47970,"37.580980662896465, 126.91194822896638"
47971,"37.53317347064213, 126.91028018331548"
47972,"37.608822094880864, 126.93153254104675"
47973,"37.53376918910562, 126.98811535417813"
47974,"37.49813310321276, 126.8930457209351"
47975,"37.573987106239855, 127.04600944949375"
47976,"37.48188822876913, 126.83844585592519"
47977,"37.60927910266818, 127.00505510290174"
47978,"37.58639746092481, 127.03037290657672"
47979,"37.579197779310114, 126.91757800835204"
47980,"37.650609655715705, 127.07476382572801"
47981,"37.61423014189409, 127.053195552811"
47982,"37.56765571845418, 126.80500851272858"
47983,"37.537966632298286, 126.9660334173074"
47984,"37.51068664020928, 126.83653309943956"
47985,"37.503268614446235, 127.01923910732624"
47986,"37.51932403369187, 127.10971600699817"
47987,"37.60864753220957, 127.09561704316062"
47988,"37.604865220571476, 127.09143549020027"
47989,"37.62478284202026, 126.91994014693792"
47990,"37.51100420129976, 126.86973499439326"
47991,"37.62361241278341, 126.91693911742087"
47992,"37.51982520416173, 127.01840114726232"
47993,"37.64317406552366, 127.03090885839954"
47994,"37.51121605476278, 127.1415424350359"
47995,"37.46537256873804, 127.10039515276873"
47996,"37.658244246460335, 127.06962875266856"
47997,"37.56288581845785, 127.01600539956539"
47998,"37.610171574306115, 127.05786058740888"
47999,"37.54115019146519, 127.09616247870154"
48000,"37.49998419868616, 127.14154184720152"
48001,"37.57228863710502, 127.07439885969724"
48002,"37.47773753995523, 126.88795620903768"
48003,"37.51212442332681, 127.06569654171176"
48004,"37.60946043761045, 127.09606276847464"
48005,"37.47437584488513, 127.10348807967962"
48006,"37.55260277859949, 126.93301021598181"
48007,"37.54767352031187, 126.93250606040665"
48008,"37.55909160362659, 126.97455376373533"
48009,"37.57936479751077, 127.04218716978748"
48010,"37.56611628269384, 126.9855946910582"
48011,"37.57819887152341, 127.02301342682857"
48012,"37.58105218918288, 127.0465130529021"
48013,"37.48466328884719, 127.0147865630125"
48014,"37.50256810642373, 127.00355600237262"
48015,"37.613259718775744, 127.03011023665007"
48016,"37.53342180805626, 126.88078394657464"
48017,"37.59145454818241, 127.05681221209177"
48018,"37.605678197526686, 127.02227689685063"
48019,"37.5486278076336, 127.0126300377439"
48020,"37.552917759150674, 126.96396623317128"
48021,"37.48320359059191, 127.10426101741629"
48022,"37.57251952825384, 126.96025266662298"
48023,"37.47630595759226, 126.90348491404015"
48024,"37.49932323196369, 127.12626321936776"
48025,"37.477274157441585, 127.11491177856712"
48026,"37.66957861059981, 127.03671363412133"
48027,"37.54813503189906, 127.02712501328186"
48028,"37.48557217347443, 127.09801017015705"
48029,"37.625263766318845, 127.07056518603413"
48030,"37.603631041780645, 126.96146882719519"
48031,"37.49861951737319, 126.92798904039"
48032,"37.58815820597667, 127.00889934410074"
48033,"37.479066339787195, 127.05802729192379"
48034,"37.53476970866311, 126.99723416375863"
48035,"37.52376681284618, 126.86918760357784"
48036,"37.64298081621968, 127.06229990560942"
48037,"37.56803674549866, 126.81165952947113"
48038,"37.55952180299755, 127.15668037338797"
48039,"37.499184665492855, 126.892250521246"
48040,"37.5443843650002, 127.1326462410684"
48041,"37.509933531956165, 126.8828007695507"
48042,"37.46754886662432, 127.02821798031395"
48043,"37.52136731275946, 126.91213348539321"
48044,"37.479472479716165, 126.9635019334217"
48045,"37.457335890729176, 127.01491496079214"
48046,"37.59245545035591, 126.92291465566554"
48047,"37.60029730826571, 127.0162890344147"
48048,"37.55815469230855, 127.03879813039764"
48049,"37.571281998043474, 126.9043756113599"
48050,"37.56137389676074, 126.84662215983208"
48051,"37.51307713364592, 126.90908603975757"
48052,"37.508347265270935, 127.13049911754953"
48053,"37.51817683176156, 126.97921800197446"
48054,"37.56651115472536, 126.81908923844368"
48055,"37.56132696484261, 127.03574479773827"
48056,"37.49428865820129, 126.91051841809185"
48057,"37.47893453532735, 126.95714925563837"
48058,"37.507452119868475, 126.88132545196419"
48059,"37.52874597115805, 127.142622749082"
48060,"37.57375127073174, 126.91944549792058"
48061,"37.58776236318062, 127.0179422325249"
48062,"37.63333531350644, 127.08303881655158"
48063,"37.5654440041127, 126.84435692747256"
48064,"37.53669158291632, 126.8345120293968"
48065,"37.52013040374774, 127.05655133494308"
48066,"37.486822395589414, 127.01533632178149"
48067,"37.60172039594271, 127.07770681405299"
48068,"37.65288748476696, 127.06800764379146"
48069,"37.54379058739388, 127.09294397230342"
48070,"37.51510932628535, 126.93621452227688"
48071,"37.49311775596106, 127.01127276383663"
48072,"37.63209399485589, 127.037884108917"
48073,"37.57188730071977, 127.04437405920018"
48074,"37.55736127648111, 127.07972451058623"
48075,"37.640536259282655, 127.03366398075677"
48076,"37.50356116921046, 127.11923581549173"
48077,"37.65246001905741, 127.01244133002511"
48078,"37.509101201729756, 127.12486701653195"
48079,"37.51197115143929, 127.10796296287398"
48080,"37.51590990374053, 127.10652173604943"
48081,"37.510996837517474, 127.0071586693085"
48082,"37.48855666777733, 127.10035707934384"
48083,"37.56436547754922, 127.02976265844704"
48084,"37.50825220133035, 126.94353716907489"
48085,"37.566373979438275, 126.98964708693539"
48086,"37.5202758355943, 126.97257664750391"
48087,"37.48750837207387, 126.83975257404441"
48088,"37.48519142108387, 127.01613258309331"
48089,"37.587411266978116, 126.92073102777594"
48090,"37.600755555320994, 127.06192356943703"
48091,"37.51492236614333, 126.95166682412298"
48092,"37.60044437494731, 127.04040181554579"
48093,"37.46080112487559, 127.02065047184585"
48094,"37.47927301196636, 126.84297327004217"
48095,"37.5465152078456, 126.86265791949911"
48096,"37.66287559055991, 127.02037567955169"
48097,"37.5049833319845, 127.07506626568772"
48098,"37.589732887256005, 127.01553035301718"
48099,"37.555275893324925, 126.94584097892573"
48100,"37.55689498466789, 126.82011355517537"
48101,"37.55399683777515, 127.08866232676824"
48102,"37.60912493789182, 127.02985163806825"
48103,"37.557532656880355, 127.02967716541598"
48104,"37.61958661957173, 127.0153521955543"
48105,"37.61771721925643, 127.08707565275732"
48106,"37.59976721700151, 127.07998466284457"
48107,"37.514313678553705, 126.90028543111012"
48108,"37.5643504413843, 127.00695020309112"
48109,"37.533715473798104, 126.90182072353556"
48110,"37.60368366084075, 126.96182723461027"
48111,"37.57828555338963, 126.8902716415049"
48112,"37.6474433521807, 127.07433476843043"
48113,"37.63172004150672, 127.069975385793"
48114,"37.50089842979981, 126.88259674480197"
48115,"37.63196328214851, 127.03803092518179"
48116,"37.61107851951413, 127.0212871222941"
48117,"37.531919496432195, 127.0066555565984"
48118,"37.57957928846704, 127.0876391791672"
48119,"37.57266484949681, 126.82893127248619"
48120,"37.612234353983695, 127.07728477325875"
48121,"37.552042076366426, 127.0766360640721"
48122,"37.621721441380856, 127.08705788915394"
48123,"37.661701345938155, 127.02772934151895"
48124,"37.51408084320348, 127.03052919932951"
48125,"37.57218440813137, 127.07182612500226"
48126,"37.5694916329678, 127.0304102138355"
48127,"37.51377533421526, 127.03072340375383"
48128,"37.499089862728425, 127.06098743886855"
48129,"37.46935087674128, 126.93286244923245"
48130,"37.60160694426744, 127.07631420091657"
48131,"37.49235470169146, 127.15651163357914"
48132,"37.549250631263874, 126.87619756001916"
48133,"37.50800812369526, 126.96100546400534"
48134,"37.60594746214781, 126.91694721734878"
48135,"37.56206945025109, 126.96954801328565"
48136,"37.63391774679879, 126.92334050571071"
48137,"37.61672459435344, 127.04915790708463"
48138,"37.47163191014223, 126.89806174567325"
48139,"37.548188186151016, 127.04470088572079"
48140,"37.48050933071918, 127.01324665617379"
48141,"37.56841286793774, 126.91648042690579"
48142,"37.52514433321184, 127.05426783319427"
48143,"37.50680257271573, 126.99280636782949"
48144,"37.45741705779035, 127.01276481376698"
48145,"37.469731133209656, 126.90271451749481"
48146,"37.53683809955993, 127.12261365728305"
48147,"37.562033039417535, 126.99847597742739"
48148,"37.561234758956154, 126.80465082978613"
48149,"37.49152817574156, 127.0250504084989"
48150,"37.53709271269896, 127.09297375832124"
48151,"37.522172762291596, 126.96207561186316"
48152,"37.51940648624184, 127.028072132529"
48153,"37.55876343737157, 126.92723838044687"
48154,"37.662438927057316, 127.03452550773311"
48155,"37.54816852572783, 127.06249001638251"
48156,"37.59040443357383, 127.09737796788467"
48157,"37.5647605787345, 127.00220114212442"
48158,"37.571301850604605, 127.00856467231144"
48159,"37.47153114605812, 126.89782422970069"
48160,"37.59332192988414, 126.91304650531997"
48161,"37.52449121786203, 127.04736648456158"
48162,"37.49119049616386, 127.12889639630825"
48163,"37.54719638019283, 126.88059619436373"
48164,"37.4990953506685, 127.06102895847721"
48165,"37.47508904896606, 127.00215373270281"
48166,"37.545343453589766, 127.0436590766375"
48167,"37.48150935787123, 126.91483710131484"
48168,"37.608742930983716, 126.93145368970289"
48169,"37.51632613098815, 127.08424681448237"
48170,"37.504658586161675, 127.08648687646439"
48171,"37.476133115322746, 126.90343152900824"
48172,"37.49427292979182, 127.0332541999372"
48173,"37.471473789475176, 126.89850086048756"
48174,"37.5828182280632, 127.03741811036907"
48175,"37.504288111126414, 127.06206779070234"
48176,"37.65448257680728, 127.0608462550197"
48177,"37.549083681479246, 127.06266106948664"
48178,"37.56256204239188, 126.91443179879153"
48179,"37.48798799661303, 126.98239564924039"
48180,"37.48289645625368, 127.05264464086527"
48181,"37.49192131288181, 126.82220084588462"
48182,"37.660755513486535, 127.02763907649785"
48183,"37.48664727679812, 126.96562859992463"
48184,"37.54734044256609, 126.88927873879261"
48185,"37.49357688216628, 126.88571264729805"
48186,"37.550082614740816, 127.03077884802718"
48187,"37.474256222021914, 126.84489286983444"
48188,"37.51560447473995, 126.89200221859242"
48189,"37.62716686361031, 127.07653794728995"
48190,"37.522264046661995, 126.9306160133786"
48191,"37.52917568908307, 126.89809390123537"
48192,"37.48408506940957, 126.90212545579051"
48193,"37.498474874281925, 127.02372529396054"
48194,"37.607243562650794, 127.06742159285535"
48195,"37.45957771252137, 126.89884584403376"
48196,"37.56709399890435, 126.82492800940462"
48197,"37.54187679829608, 126.83124367393606"
48198,"37.62999592398747, 127.09793653126542"
48199,"37.545576941767706, 127.1257047457323"
48200,"37.47893254080152, 126.9524449493482"
48201,"37.57473153147423, 126.92475955011705"
48202,"37.5363811998829, 127.08378987117085"
48203,"37.50562727966913, 127.02788661081847"
48204,"37.571356317394866, 127.0832342059659"
48205,"37.50201044637667, 126.93435660998809"
48206,"37.50880342530359, 127.10433071778499"
48207,"37.54882458155055, 126.98213863254861"
48208,"37.56434548856919, 127.02975522261"
48209,"37.45592553551413, 126.8949173904222"
48210,"37.55839600851322, 127.03878285450968"
48211,"37.64203382831718, 126.93956491239112"
48212,"37.485762539161655, 126.98235935238918"
48213,"37.482249925409185, 126.89373013264787"
48214,"37.631937391248144, 127.03797858538351"
48215,"37.54011696770718, 127.03936684461434"
48216,"37.4966250961407, 126.82977424983218"
48217,"37.509681487496316, 126.92435318344631"
48218,"37.54948949548822, 127.05152175452133"
48219,"37.51850708460043, 126.88923031389915"
48220,"37.52726389472485, 126.89919855574784"
48221,"37.561439060083416, 127.03540664412375"
48222,"37.57565164822659, 127.03065171016543"
48223,"37.66009718554831, 127.05001786061128"
48224,"37.571383940351865, 127.02330717119295"
48225,"37.479756066631566, 127.0058588476868"
48226,"37.512383354265715, 126.83738496972398"
48227,"37.49323015014383, 126.831210801661"
48228,"37.49118335657103, 127.06478442808653"
48229,"37.63994829183744, 127.03944992857772"
48230,"37.57202053556645, 127.02320664323469"
48231,"37.56660139448754, 127.01242562609933"
48232,"37.49853519221801, 127.02354255949228"
48233,"37.621418390538985, 126.92614033900267"
48234,"37.61902565971641, 126.92154097900188"
48235,"37.56995139408498, 127.03772734605471"
48236,"37.61705589944778, 126.92321286181053"
48237,"37.60761135149166, 127.09674447063851"
48238,"37.590744377777355, 126.90522329136539"
48239,"37.61063713452588, 126.93903271402907"
48240,"37.482303925461615, 127.03654264978799"
48241,"37.51326396762898, 127.10051221000026"
48242,"37.50766352813863, 127.05976629360188"
48243,"37.61823050278472, 127.02537113990573"
48244,"37.5042371125653, 126.88781440847525"
48245,"37.46020022677993, 127.01974062947004"
48246,"37.50001012214032, 126.92046165030037"
48247,"37.50867349237491, 126.96367021005197"
48248,"37.57976585541066, 127.04530076122141"
48249,"37.482804943574564, 126.88724757487202"
48250,"37.59252098805738, 126.96569467458885"
48251,"37.50100685472755, 127.03670398325757"
48252,"37.61021266950265, 126.97598089734586"
48253,"37.56677889837726, 126.84027163270932"
48254,"37.52437151885646, 126.92205644746655"
48255,"37.64007393855223, 127.01233647418792"
48256,"37.56005947699494, 126.9164113837893"
48257,"37.48632907640334, 126.95800070771293"
48258,"37.58237553090246, 127.02987176581219"
48259,"37.619058391833406, 126.92153007094277"
48260,"37.54375097988424, 127.04285596695728"
48261,"37.494103159955934, 126.98977197106976"
48262,"37.61814571653897, 126.91497301953969"
48263,"37.521144331803534, 126.90498582497393"
48264,"37.48041994125897, 126.88611134081138"
48265,"37.50645605715488, 126.90144463572207"
48266,"37.58722035450842, 126.88372576544518"
