,0
14322,"37.57396953253255, 127.03079242474614"
14323,"37.5195687669294, 126.89885560253677"
14324,"37.67127546116068, 127.04112019117244"
14325,"37.52034794738003, 126.93912631707809"
14326,"37.57093156341088, 127.08606880242922"
14327,"37.583050608966566, 127.0388085543808"
14328,"37.622588487602634, 127.01961597414653"
14329,"37.466585559748715, 126.90160406774966"
14330,"37.60773699810762, 127.02356830324632"
14331,"37.57589761900286, 126.92626981369108"
14332,"37.5768483919865, 127.07636602776837"
14333,"37.57251713501886, 127.01411532257005"
14334,"37.54825100874312, 127.04468562797067"
14335,"37.53479984080893, 126.99733899077103"
14336,"37.60157505077144, 126.92077559417568"
14337,"37.517629401356956, 126.92907781957551"
14338,"37.47240820924918, 127.12257601268075"
14339,"37.65210513190375, 127.06395334953903"
14340,"37.53317613708526, 127.00629180014093"
14341,"37.486311812635876, 126.95659201847576"
14342,"37.48349747425206, 126.95465018830505"
14343,"37.580361107683565, 127.07589916685765"
14344,"37.51148930126839, 127.02274368750403"
14345,"37.490391722424825, 127.0210130701453"
14346,"37.55966752601026, 126.8398064280231"
14347,"37.643281410345075, 127.07186721986729"
14348,"37.52297233697716, 127.01639046810878"
14349,"37.57688229533862, 126.93368893279836"
14350,"37.498983035677746, 126.87265976002527"
14351,"37.55483484465987, 126.92208050850311"
14352,"37.523140994489054, 126.90505267978827"
14353,"37.58307688304279, 127.03853702846604"
14354,"37.57599716427197, 127.0022852666528"
14355,"37.470394129815354, 127.13062822516967"
14356,"37.4602072133247, 126.9272607805203"
14357,"37.567950062692, 126.917838925468"
14358,"37.55322071957132, 127.14432582746603"
14359,"37.573477564926456, 127.04024263876782"
14360,"37.63610204103904, 127.03556332930111"
14361,"37.495825881576565, 127.02654143616763"
14362,"37.49200147246753, 127.02643123054314"
14363,"37.534768619010926, 126.97908412776208"
14364,"37.6765874687721, 127.0485996562166"
14365,"37.46068743355104, 126.91903227660265"
14366,"37.52710270210446, 127.12161627591155"
14367,"37.52786920458105, 126.96472667517887"
14368,"37.58837287148209, 127.08001273018606"
14369,"37.54547795938384, 126.92646028338108"
14370,"37.618915596104195, 127.02929733104216"
14371,"37.46617212989256, 126.88789970826643"
14372,"37.56044969856245, 126.82054609729995"
14373,"37.67740063283329, 127.04913240583812"
14374,"37.62941903774474, 127.08434471851986"
14375,"37.50102638921811, 126.87730487969748"
14376,"37.625580667233955, 127.09391115441417"
14377,"37.532941374622084, 126.86972570313884"
14378,"37.50443376546675, 126.85434142208379"
14379,"37.51922025697361, 126.89337897500936"
14380,"37.63178614800984, 127.01362955089455"
14381,"37.58942723928107, 126.93775084713911"
14382,"37.48007221870547, 126.90401703367588"
14383,"37.560509888490905, 126.84012199363072"
14384,"37.54485123776876, 127.09060348007142"
14385,"37.636240002803056, 127.02373334277648"
14386,"37.45184190497969, 127.07837472792178"
14387,"37.54928123285206, 126.9130402006573"
14388,"37.572358167816134, 126.91457372522727"
14389,"37.481445541135656, 126.88551719526201"
14390,"37.55034570353366, 127.14601954730506"
14391,"37.52886296788682, 127.08795218621708"
14392,"37.631244866142985, 126.92149827364649"
14393,"37.567838445162074, 127.02365973695582"
14394,"37.52050000958485, 126.9009322301275"
14395,"37.6285701393334, 127.0180767028038"
14396,"37.52361242592244, 126.84230509555597"
14397,"37.55075600626602, 127.03905583322303"
14398,"37.52082139594674, 126.86243784946818"
14399,"37.54591183549082, 126.9305975320492"
14400,"37.56292970886377, 127.15717019255743"
14401,"37.54471765703926, 126.92290865067706"
14402,"37.680475658951735, 127.0556024365189"
14403,"37.55229420872028, 126.85011142870145"
14404,"37.673080875982755, 127.04429557033805"
14405,"37.62410822751439, 127.08633747767415"
14406,"37.53148479057117, 126.83738642182587"
14407,"37.494619972389, 127.06300335921178"
14408,"37.50905811112336, 126.84313236045836"
14409,"37.490091089015294, 127.03299165786075"
14410,"37.63697939369731, 127.01301535378775"
14411,"37.497217396258804, 126.9502983442528"
14412,"37.641557795846204, 127.06830112699933"
14413,"37.552901341279735, 126.97643018780437"
14414,"37.56926844672398, 126.84800834806823"
14415,"37.49180678515004, 127.00786010691516"
14416,"37.54681515920747, 126.8749749249682"
14417,"37.50828379720138, 126.94375052460875"
14418,"37.53301525942391, 126.96180393601131"
14419,"37.625297621525384, 127.03723231739207"
14420,"37.66782341979519, 127.07934727636038"
14421,"37.53636960868383, 127.08348825742038"
14422,"37.667895682273404, 127.06701937300805"
14423,"37.51542589305125, 126.92898361404508"
14424,"37.58474820105709, 127.0797009966765"
14425,"37.5694225717677, 126.96300291333542"
14426,"37.5628663295674, 127.16272612923339"
14427,"37.491423561928805, 126.88379375718532"
14428,"37.59476113734142, 127.06468269496575"
14429,"37.61939096905652, 127.10481059380751"
14430,"37.6086098039659, 126.92870916881245"
14431,"37.46288276227669, 127.04606370126481"
14432,"37.49557681519149, 127.10878591993215"
14433,"37.58745024175545, 127.08416530567051"
14434,"37.51256082003861, 127.05109538213732"
14435,"37.558528109052006, 126.9266312695649"
14436,"37.5232041098067, 127.05562019992342"
14437,"37.47175330375474, 127.02397061683165"
14438,"37.519790949041194, 126.8602952685843"
14439,"37.451914792574314, 126.90696161243712"
14440,"37.5309906214741, 126.85277352931129"
14441,"37.53506090825091, 126.8698182152888"
14442,"37.48979409497036, 127.14505495974578"
14443,"37.515546049648066, 126.86325109226945"
14444,"37.508635572984396, 127.12583691924252"
14445,"37.64312756437728, 126.91485018717904"
14446,"37.499694799414854, 126.9286024742321"
14447,"37.54752270955918, 127.08790662597478"
14448,"37.50518852334885, 126.94471973742313"
14449,"37.64507891619121, 127.07071178599584"
14450,"37.470995646427696, 126.93497700847125"
14451,"37.56902974628299, 126.98253435722665"
14452,"37.566039533857605, 127.0111189379434"
14453,"37.64368949822371, 127.06484587352291"
14454,"37.57138959009916, 127.02349325205752"
14455,"37.61313064362749, 127.03823773779264"
14456,"37.52036673292139, 126.88490728809361"
14457,"37.52632096831317, 126.87206695619611"
14458,"37.48816908022199, 127.13101861418758"
14459,"37.48289871161356, 127.00445288087954"
14460,"37.489128580677665, 127.03013137691256"
14461,"37.51731735978204, 127.06966911111942"
14462,"37.49737647951613, 126.8619529464352"
14463,"37.59131933244458, 126.94133741995459"
14464,"37.57136291069244, 127.01589483139296"
14465,"37.49098921016744, 127.1113514112627"
14466,"37.617831279050485, 126.93327195014739"
14467,"37.48693956034565, 126.90443713409792"
14468,"37.6456453546812, 127.05466846192556"
14469,"37.58703944478525, 126.9354988667282"
14470,"37.56148142001364, 126.86018192218158"
14471,"37.524462973319004, 126.9179342722414"
14472,"37.48660020446557, 127.01528062528878"
14473,"37.54298905367297, 127.0720007804881"
14474,"37.54408132924385, 126.88299812748973"
14475,"37.4819511576931, 126.94750673872713"
14476,"37.6512060696849, 127.03637648338766"
14477,"37.52124202474947, 126.85294992965794"
14478,"37.478119339673285, 127.03910732086331"
14479,"37.641641775308784, 127.07237311291618"
14480,"37.51538622910105, 127.01389889711514"
14481,"37.569656879142514, 127.01002418390243"
14482,"37.583983355639866, 126.94081517537722"
14483,"37.53014102897857, 127.11401551663008"
14484,"37.54379315303658, 126.97251871449976"
14485,"37.607112450006014, 127.10108595995573"
14486,"37.48693683613941, 126.96768339436501"
14487,"37.463105136838806, 127.03550889161895"
14488,"37.615380719249515, 127.03089571948273"
14489,"37.54363967865818, 126.95108599150488"
14490,"37.59115089472652, 126.98407445003558"
14491,"37.51400370962913, 126.89030131111885"
14492,"37.563855542878954, 126.97710093539368"
14493,"37.559503147036466, 127.03690624051534"
14494,"37.52497766217253, 127.05257821549063"
14495,"37.52527847355406, 126.87177843595634"
14496,"37.510700309957194, 127.03678802718068"
14497,"37.510779190319425, 126.86044445559453"
14498,"37.460716794776054, 126.91936811038424"
14499,"37.55340320678866, 126.82622783035498"
14500,"37.53851029097568, 127.08321291304635"
14501,"37.45267682651716, 126.90120509422523"
14502,"37.54763448975231, 127.00673969458344"
14503,"37.57271785736973, 127.06334895722341"
14504,"37.55355234234137, 126.97548864037516"
14505,"37.513173246516985, 126.8752178076417"
14506,"37.557562530550186, 127.04082071398824"
14507,"37.570665002474314, 126.99214144119345"
14508,"37.546332934041594, 127.15601217659827"
14509,"37.58990714764971, 127.09349398439005"
14510,"37.57606505626308, 126.81992669733125"
14511,"37.556826568448635, 126.85014352365401"
14512,"37.47840545630158, 126.94014011652332"
14513,"37.47631833417409, 126.90380992804351"
14514,"37.517553853358386, 126.9352315897363"
14515,"37.560171418204504, 126.91608245972719"
14516,"37.65105588900187, 127.03293590925323"
14517,"37.55194440086443, 126.93311980125415"
14518,"37.67073106248559, 127.05607866609371"
14519,"37.622127524945064, 127.08588211919763"
14520,"37.49543989544665, 127.06694164075047"
14521,"37.56772547270675, 126.80922173876412"
14522,"37.542787157963836, 126.94352149975755"
14523,"37.58520727517214, 126.92312055524364"
14524,"37.4913032959772, 127.00595571153636"
14525,"37.56028104463424, 126.82210869526608"
14526,"37.62586403573664, 126.91815306118204"
14527,"37.4457800524251, 126.917965103735"
14528,"37.6620984280427, 127.03181123035564"
14529,"37.461876763880284, 127.03719840205191"
14530,"37.51520293504272, 127.05232738844835"
14531,"37.50912449579452, 127.06331849429044"
14532,"37.589684109141366, 127.06039200775807"
14533,"37.52317958743866, 126.86716942503945"
14534,"37.64320023038305, 126.92158838004528"
14535,"37.48969672645105, 127.02771463846086"
14536,"37.57111445600762, 127.05390427038432"
14537,"37.45739477006279, 126.89394357274206"
14538,"37.58035925323584, 127.04578843883387"
14539,"37.53665844540081, 126.90151453326767"
14540,"37.50449268029368, 127.0577620037463"
14541,"37.504361772214686, 126.99464085014633"
14542,"37.57075038515762, 126.99797629780309"
14543,"37.4872242569615, 126.88518466665852"
14544,"37.61354670084246, 127.06600830280868"
14545,"37.55729423590723, 126.85284292710521"
14546,"37.55980973479366, 126.9370493112743"
14547,"37.68933564463053, 127.04682972586946"
14548,"37.63810083213151, 127.02551334802371"
14549,"37.5219727242453, 127.03584225504007"
14550,"37.45004828568807, 126.91467916672633"
14551,"37.49397731007119, 126.87204003332897"
14552,"37.60913816915912, 127.03293432373478"
14553,"37.54964283565536, 126.95268497582832"
14554,"37.56131094825929, 126.98870931120028"
14555,"37.57066363165243, 126.99212180108657"
14556,"37.58203582042042, 126.95053008300611"
14557,"37.53658236887932, 127.08358319648589"
14558,"37.55907257170928, 126.90340366809417"
14559,"37.578828473313884, 127.06998622831078"
14560,"37.53837730802688, 126.90033618459998"
14561,"37.626761011970174, 126.91965389699257"
14562,"37.52377323758909, 127.1345294014771"
14563,"37.49838833703719, 126.94360668658896"
14564,"37.53280445814423, 127.0918081617987"
14565,"37.52137973976358, 127.14544158829727"
14566,"37.61719087752823, 127.02959333298105"
14567,"37.5754355513141, 126.90085488812917"
14568,"37.53166439554396, 127.14969454208645"
14569,"37.513496498664416, 126.95676015790971"
14570,"37.52461083360608, 126.87602669650644"
14571,"37.64918555968054, 127.04741193061373"
14572,"37.60429767541643, 127.02537854833692"
14573,"37.55943847265434, 126.97159773811971"
14574,"37.48796376362446, 127.02671048553094"
14575,"37.47551078360173, 126.89837365152312"
14576,"37.56379163059841, 127.03592505282566"
14577,"37.52788862318732, 127.11886523346378"
14578,"37.66258500674239, 127.04658278148733"
14579,"37.49946048987612, 126.86768665584844"
14580,"37.614865739495386, 127.0889181765917"
14581,"37.534309690070245, 126.90236617501486"
14582,"37.625603012075345, 127.07275655383626"
14583,"37.484748941549235, 126.88626841712717"
14584,"37.56032801927998, 126.86286128206748"
14585,"37.53035951817657, 126.8441260482696"
14586,"37.64635566128232, 127.024871655367"
14587,"37.527896684426544, 126.84834106676254"
14588,"37.48538319451218, 126.95621563877069"
14589,"37.596486676491274, 126.98552221813217"
14590,"37.618913351422115, 126.92188730059988"
14591,"37.489860278094234, 126.92609214775268"
14592,"37.49208009463328, 126.83398965957277"
14593,"37.50293469032309, 126.84997384685916"
14594,"37.6084940420047, 127.10081251908241"
14595,"37.53420758212068, 127.13829501463368"
14596,"37.53268906624501, 126.90445032978249"
14597,"37.61906416063004, 126.91547265689627"
14598,"37.50838083216163, 127.12658370238186"
14599,"37.5819674687597, 127.02111945028567"
14600,"37.5326774151505, 126.90451251096596"
14601,"37.57250930125112, 126.80333520447009"
14602,"37.64503537248151, 126.92655198980744"
14603,"37.66919843343901, 127.08036340340625"
14604,"37.587589541024286, 127.00410804548463"
14605,"37.57249571452208, 126.80328198336073"
14606,"37.49984691559407, 126.89740290276063"
14607,"37.590237552951635, 126.80664328895925"
14608,"37.63959850832497, 127.0694165871182"
14609,"37.45054438459316, 126.91132675170509"
14610,"37.52126229853336, 127.03378372775867"
14611,"37.561057740175514, 127.03569118673767"
14612,"37.534199903841326, 127.1383294414156"
14613,"37.59916985331098, 127.09757039186876"
14614,"37.601903875486094, 127.03316654286586"
14615,"37.46070877027111, 127.08146808255657"
14616,"37.55144016102543, 126.96251032678641"
14617,"37.45879459610709, 126.89656835490246"
14618,"37.547286366114044, 126.93417372591156"
14619,"37.47844087530174, 127.00658613521179"
14620,"37.567149867427, 126.8218926443699"
14621,"37.510172760361016, 127.13126854830846"
14622,"37.54822669821829, 126.83652617782519"
14623,"37.58269999235632, 126.93752257203514"
14624,"37.533577969449546, 127.00785531353225"
14625,"37.51975555503635, 127.02795965528742"
14626,"37.59776885278285, 127.09069397010862"
14627,"37.50132534157151, 126.95373031870851"
14628,"37.61429741075184, 126.93224150101781"
14629,"37.641958291160584, 127.06852011653146"
14630,"37.529501027651804, 126.92377634707702"
14631,"37.525443115713884, 126.84119800140174"
14632,"37.50632600449073, 126.89178963248688"
14633,"37.586373164060845, 127.05190065258216"
14634,"37.58886119567437, 127.09013006258667"
14635,"37.508640528455146, 127.10422470529664"
14636,"37.50504593041703, 127.13809384566498"
14637,"37.5241278928522, 127.01729297792455"
14638,"37.593019805819274, 126.99854503102917"
14639,"37.64562917465628, 127.01075137417374"
14640,"37.57757822146758, 127.05792530053016"
14641,"37.55479989718983, 127.12632066850772"
14642,"37.54608956458389, 126.9785232934752"
14643,"37.54400284346381, 127.03641163920986"
14644,"37.585162537334575, 127.07205903961012"
14645,"37.493855072409204, 127.13282822304095"
14646,"37.459020904936075, 127.02075155820256"
14647,"37.52772195580973, 126.92811905292065"
14648,"37.59933054448249, 127.09709870742512"
14649,"37.47521777620491, 126.93679265633402"
14650,"37.513447441972346, 126.85588193308475"
14651,"37.457224868854226, 127.07469924720895"
14652,"37.503979966207254, 127.0611234768096"
14653,"37.51067452368827, 127.13125183320855"
14654,"37.49178494630825, 126.90263574301521"
14655,"37.55211233143354, 127.15290446654349"
14656,"37.53783791660574, 126.88670053119573"
14657,"37.63414195976805, 126.92709279694881"
14658,"37.589472257050126, 127.09699177385518"
14659,"37.52059889585673, 126.9176140582214"
14660,"37.60585372893785, 126.9230604524451"
14661,"37.54546219120887, 126.86257392788478"
14662,"37.52232040802517, 126.84296246910401"
14663,"37.51963500396648, 126.90515068059743"
14664,"37.485616330251375, 126.91063654538685"
14665,"37.564061299401445, 127.18045135531827"
14666,"37.555067639380205, 126.93706668389969"
14667,"37.53994910665992, 127.07054655556101"
14668,"37.6377738041891, 127.07250747012101"
14669,"37.61080705545331, 127.113756675043"
14670,"37.63140664002455, 127.07300805069089"
14671,"37.52365234738202, 126.8488397041164"
14672,"37.54089240068544, 126.86362011659558"
14673,"37.52530687485285, 126.90548569572209"
14674,"37.48517751005745, 126.9954016952535"
14675,"37.52203010787614, 127.10763506286673"
14676,"37.593662193434156, 127.05849797534337"
14677,"37.562098605663365, 126.98100944651976"
14678,"37.49839924260662, 126.9161671207262"
14679,"37.52241686543792, 126.8393904607662"
14680,"37.565143339538764, 127.01609087181406"
14681,"37.63488520656892, 127.02823160034431"
14682,"37.62775730806814, 127.06949311388023"
14683,"37.5709418312374, 126.96150058542581"
14684,"37.610299211362346, 127.0159889234026"
14685,"37.56074791721531, 126.81632559479826"
14686,"37.546711207222074, 126.98521727697485"
14687,"37.52011176654461, 127.03464805988986"
14688,"37.529504243343276, 126.92939704710979"
14689,"37.508662276378566, 127.03872847218253"
14690,"37.62859957411286, 127.01810136736866"
14691,"37.570951900553155, 127.05000702783292"
14692,"37.55464037800795, 127.14803781371502"
14693,"37.55744923589587, 126.82312946977765"
14694,"37.5850283829556, 126.87935080649856"
14695,"37.55168715047349, 126.93741291707741"
14696,"37.4874238156675, 127.03259083875331"
14697,"37.47658708031537, 126.88305541762003"
14698,"37.631731051451055, 127.0612084849822"
14699,"37.64648913773084, 127.03379725598103"
14700,"37.58579139745903, 127.09497412461114"
14701,"37.501223645971514, 127.08489947098559"
14702,"37.56106090348176, 126.90559607555493"
14703,"37.51675321070047, 126.83801192235553"
14704,"37.542298125448056, 126.9512167735812"
14705,"37.48496280201668, 126.93430368826061"
14706,"37.57421227782795, 126.90299149862547"
14707,"37.57790621126139, 127.06142056726705"
14708,"37.66159970393685, 127.04239730409776"
14709,"37.46554781864304, 127.04282209439535"
14710,"37.55865083116799, 127.03759353873404"
14711,"37.528799112907656, 126.89233514791265"
14712,"37.56997152535948, 126.97731547887129"
14713,"37.535384451161825, 126.94232253041473"
14714,"37.59476999207371, 127.08606206171125"
14715,"37.49348354036302, 127.07970978940597"
14716,"37.544507818310684, 127.16722337330476"
14717,"37.56591632574885, 127.03836751653714"
14718,"37.57206726897151, 126.90059119522162"
14719,"37.574502903040404, 126.90598152383528"
14720,"37.46646158300301, 126.89349000308583"
14721,"37.582876403039805, 126.79826853607447"
14722,"37.62892365321526, 127.05681144736208"
14723,"37.56444297605812, 127.00228018685783"
14724,"37.6078658909168, 126.92499979784886"
14725,"37.54613617035324, 127.1371242335087"
14726,"37.44856703294225, 127.07733495000153"
14727,"37.48699917679695, 126.87914989986163"
14728,"37.498430566731514, 126.98724452738516"
14729,"37.52221994102474, 127.0562406782463"
14730,"37.67423251259821, 127.05544492748986"
14731,"37.50762677460878, 127.05902861558097"
14732,"37.571157024867695, 127.009280398435"
14733,"37.545723409295015, 126.92867360698432"
14734,"37.619823158426726, 127.07496283312376"
14735,"37.51492474784382, 127.05219145909886"
14736,"37.65950208365594, 127.04137920330227"
14737,"37.53609076321063, 127.094954091172"
14738,"37.5103000462392, 127.0127527370934"
14739,"37.59397168919339, 126.91797341024811"
14740,"37.592563125615136, 126.99809488988015"
14741,"37.50451801501079, 126.98297690921015"
14742,"37.571300536621024, 126.99761753597352"
14743,"37.63232548283202, 127.06038039656048"
14744,"37.519846735615694, 126.87267777368154"
14745,"37.633076246944064, 127.08299282217443"
14746,"37.547790317553684, 126.91829819126355"
14747,"37.49316780480747, 127.14439949082258"
14748,"37.55336861014016, 126.84753140958199"
14749,"37.508809913505885, 127.02690362233056"
14750,"37.50502089244247, 126.88895409287431"
14751,"37.54734363291681, 127.01282549767271"
14752,"37.48835260136147, 126.83712470114972"
14753,"37.53318246953492, 126.88055417503715"
14754,"37.57435883652597, 126.97837412382393"
14755,"37.56882806173549, 126.94845579996267"
14756,"37.482660722891744, 126.87476107069817"
14757,"37.55106827466591, 127.12523367359655"
14758,"37.51913802718331, 126.85350913311996"
14759,"37.664029796887924, 127.07648432464634"
14760,"37.57155715434107, 127.00909134244486"
14761,"37.56142020246622, 127.0353832913324"
14762,"37.612079322537205, 126.92846642723539"
14763,"37.539337625249566, 126.96101505432459"
14764,"37.57229178184685, 126.80746528684293"
14765,"37.61492761517673, 127.08885316809601"
14766,"37.65265121043896, 126.93809826993773"
14767,"37.5135125554815, 127.10021951787833"
14768,"37.524532282024275, 127.12738518911219"
14769,"37.54514748822934, 127.08262038997219"
14770,"37.49243018587949, 127.04067705718441"
14771,"37.573531675296074, 126.81382169061872"
14772,"37.511158767410095, 126.83070531552585"
14773,"37.453197699477606, 127.0781900222707"
14774,"37.53244986316267, 126.86397224942445"
14775,"37.52579760814853, 127.14747023722826"
14776,"37.47940926170611, 126.87628566977389"
14777,"37.573158455695506, 127.00193883995843"
14778,"37.62533311860391, 127.09041939656403"
14779,"37.49709041068484, 127.11381078599473"
14780,"37.61761259561866, 126.91942878265286"
14781,"37.50755981781001, 127.03406421185974"
14782,"37.66117735783916, 127.05839460666063"
14783,"37.57136794084736, 126.95907594082726"
14784,"37.55664538659782, 127.14452836692385"
14785,"37.65741636621781, 127.02278228669773"
14786,"37.53504502322249, 126.85030450549864"
14787,"37.55520867565445, 126.93617883881697"
14788,"37.6572872255876, 127.03794805895467"
14789,"37.45969010783896, 126.9876987888809"
14790,"37.49666160536285, 127.06999175700894"
14791,"37.531618677766495, 126.97023710061679"
14792,"37.57047753160648, 126.91271732787946"
14793,"37.59892291091867, 127.01413680054101"
14794,"37.48927665212753, 126.82469947003162"
14795,"37.46001325038632, 126.9273935162245"
14796,"37.57851893532126, 126.89044592575083"
14797,"37.53351025089396, 126.89415174314897"
14798,"37.68387548733134, 127.04584202497372"
14799,"37.48239473474179, 126.94936163656088"
14800,"37.479785643993345, 126.90247243518934"
14801,"37.50899970717569, 126.92889660634596"
14802,"37.53596513247934, 126.8725934728741"
14803,"37.46919870910733, 127.0372279565815"
14804,"37.65455124369653, 127.07435153605653"
14805,"37.491004032575674, 127.08047650670684"
14806,"37.56257420313832, 126.99859436289854"
14807,"37.53702461074137, 126.8799270062565"
14808,"37.55447217201752, 127.09410753075628"
14809,"37.622406444084746, 127.01291663061524"
14810,"37.48874136219444, 126.88071595478242"
14811,"37.508734996175974, 126.92538281509296"
14812,"37.55004745586119, 127.03074091236726"
14813,"37.554922910092216, 126.85493565187295"
14814,"37.654120737377035, 127.04101914982995"
14815,"37.61650019272991, 127.01535833652434"
14816,"37.5376896959944, 127.07925453127766"
14817,"37.50288527249663, 127.05867580126387"
14818,"37.6535778882513, 127.07405843069058"
14819,"37.59827652800718, 127.02065585207717"
14820,"37.56054896447019, 126.95311041138264"
14821,"37.56443302959936, 127.02891076871038"
14822,"37.592964614263025, 126.99692375244432"
14823,"37.586309750109606, 127.03856416956641"
14824,"37.48079370392862, 127.13305376964296"
14825,"37.55786400404972, 127.08801911304313"
14826,"37.495596676648496, 126.882732911253"
14827,"37.54752790024809, 127.0029087276185"
14828,"37.58522302111438, 126.92312914874307"
14829,"37.48978104289672, 126.92772597123715"
14830,"37.515531202105215, 126.85511688793945"
14831,"37.55104039605376, 126.86460652352896"
14832,"37.495595581397886, 126.84059959430598"
14833,"37.55373544340631, 126.81818345650129"
14834,"37.56576052846205, 127.04744290285895"
14835,"37.5165444729149, 126.89062351777186"
14836,"37.50602914633628, 127.13176147557758"
14837,"37.585670941117854, 127.05112748268245"
14838,"37.55363465005795, 127.07379450890257"
14839,"37.54985458503056, 126.95497062569386"
14840,"37.5023311488515, 126.87612147216194"
14841,"37.48703855734102, 126.91361175276987"
14842,"37.56622961294153, 126.98248425303554"
14843,"37.56490363430518, 126.92934616962268"
14844,"37.52236310674105, 126.97409335542974"
14845,"37.50704447412998, 127.02304488210545"
14846,"37.56948096990144, 127.00239656388135"
14847,"37.570932493759415, 126.8816854449112"
14848,"37.488673567573045, 126.89917393255861"
14849,"37.49417808516426, 127.06321360104948"
14850,"37.48618330046771, 127.1134336822151"
14851,"37.52875002314685, 126.87656786941496"
14852,"37.48655364072658, 126.91090532785543"
14853,"37.57159355911446, 126.91001166180804"
14854,"37.63305468424506, 127.08302259529195"
14855,"37.531407902428235, 127.0826092416092"
14856,"37.44992348301521, 126.91960088895684"
14857,"37.44990832432478, 126.91788303001789"
14858,"37.51656340551089, 126.83819040741928"
14859,"37.58480240692143, 127.04384400744418"
14860,"37.45988153688523, 127.0466503012731"
14861,"37.49993592482522, 127.14159302608077"
14862,"37.56393427977941, 126.82033566248256"
14863,"37.568049400167, 126.96947807849808"
14864,"37.53565744667785, 126.97358533934833"
14865,"37.56575598033056, 126.81183680493619"
14866,"37.48675799027123, 126.9470622018806"
14867,"37.66073884716192, 127.07140415428124"
14868,"37.511857547564745, 127.0777651179581"
14869,"37.66190792193444, 127.0526397630586"
14870,"37.46092956610102, 126.89825308435694"
14871,"37.532702792636464, 127.12287592236068"
14872,"37.513107166366986, 126.85645502643875"
14873,"37.642424053416384, 127.03214566417363"
14874,"37.57876608363544, 126.96326879435436"
14875,"37.47632125047722, 126.9755944717791"
14876,"37.592581305835765, 127.01624369684644"
14877,"37.50605863221748, 127.004211435794"
14878,"37.56987807849955, 126.93319859939665"
14879,"37.650192698919206, 126.93163651854267"
14880,"37.57789904190162, 127.03061404581034"
14881,"37.67086606783609, 127.03981198686371"
14882,"37.616817744404905, 127.07280457073955"
14883,"37.61787166998793, 127.07587910928306"
14884,"37.49100001986651, 126.9829275452623"
14885,"37.5661450589818, 127.0675077194834"
14886,"37.55861622303434, 126.91063187771095"
14887,"37.525398659416055, 126.91974806959503"
14888,"37.52098313228578, 126.83803528002402"
14889,"37.528367842951745, 126.92453003612931"
14890,"37.51028037834968, 126.998703753233"
14891,"37.51525282905514, 126.92972774716785"
14892,"37.488634136233244, 127.12082901464987"
14893,"37.54750445194766, 126.93001616186893"
14894,"37.656124989183624, 127.06199221891228"
14895,"37.48271733361374, 127.12632840505218"
14896,"37.49452270712937, 127.11681408588821"
14897,"37.47439727709039, 127.11684296794326"
14898,"37.519976277289686, 127.10814578003307"
14899,"37.62689443461623, 126.91960134138972"
14900,"37.55701395180963, 126.95909740860083"
14901,"37.523823159467106, 127.0391594581749"
14902,"37.554393763205724, 127.03421383913944"
14903,"37.62704696163404, 127.01823599683716"
14904,"37.52469996628475, 126.93535664425909"
14905,"37.56104195426401, 126.85531865115497"
14906,"37.55938036860582, 126.96847116041484"
14907,"37.495482909017824, 126.87338525110904"
14908,"37.50284295517148, 126.95419874393119"
14909,"37.60161888749758, 127.02351277436549"
14910,"37.47355754487509, 127.1067842224776"
14911,"37.62009528227564, 127.01224769708698"
14912,"37.49936963198679, 126.86726255718851"
14913,"37.48740176806801, 126.98598184037527"
14914,"37.534884569164916, 126.83541808484557"
14915,"37.577990504645435, 127.01547807968925"
14916,"37.522732723461985, 126.87461418425747"
14917,"37.46698859909428, 127.09456147762299"
14918,"37.60317975567114, 127.06195992788102"
14919,"37.48719150803327, 127.0098247505013"
14920,"37.56836547010775, 126.9899258804787"
14921,"37.62872866919957, 127.07162935690268"
14922,"37.551774690039956, 127.12410818782298"
14923,"37.56065879904603, 127.07836042773926"
14924,"37.639026098805985, 126.93566079981697"
14925,"37.508567023584774, 126.84071017236019"
14926,"37.564145527335455, 126.85549465109303"
14927,"37.55960376761182, 127.00282630795525"
14928,"37.50982518343358, 127.12357163030032"
14929,"37.53981290106351, 126.94664873650373"
14930,"37.50257081045428, 126.84944402148328"
14931,"37.661955068549894, 127.07431602155394"
14932,"37.55031572592038, 126.87316439722305"
14933,"37.559262873032274, 126.96924254150798"
14934,"37.48183009969509, 126.83817340833734"
14935,"37.55373660278757, 126.9744102758113"
14936,"37.553989089309916, 126.97888115308629"
14937,"37.52925775946181, 126.87046074243862"
14938,"37.526543583412845, 126.96534873061218"
14939,"37.58119728845135, 127.08365420521656"
14940,"37.58432282450986, 127.09417119308479"
14941,"37.536441404759024, 127.08349902487512"
14942,"37.55504160681783, 126.96892899751147"
14943,"37.4996700293565, 127.03261604717969"
14944,"37.503906951569995, 127.15077893488059"
14945,"37.50602494464307, 126.85846604921441"
14946,"37.54743397076683, 127.08805642675841"
14947,"37.525434972323666, 126.90941329005777"
14948,"37.50353529581925, 127.12968342553893"
14949,"37.563169070068554, 127.05828857326794"
14950,"37.551178740866064, 126.97222565916422"
14951,"37.565570186184836, 127.05482232452104"
14952,"37.65190771580674, 127.04197441289548"
14953,"37.58709458581101, 127.07402735142466"
14954,"37.497082984910804, 126.87126620003252"
14955,"37.56969231420654, 126.80439324032996"
14956,"37.55328102011716, 126.87887938901228"
14957,"37.4751680044335, 127.10501477424096"
